?hostProtein	?hostProteinName	?pathway	?pathwayName
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"@en	<path:hsa04350>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"@en	<path:hsa04350>	"Prion disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"@en	<path:hsa04350>	"Proteasome - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"	<path:hsa04350>	"Epstein-Barr virus infection - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"	<path:hsa04350>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"	<path:hsa04350>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"	<path:hsa04350>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"	<path:hsa04350>	"Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"	<path:hsa04350>	"Alzheimer disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"	<path:hsa04350>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"	<path:hsa04350>	"Prion disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P43686>	"26S proteasome regulatory subunit 6B"	<path:hsa04350>	"Proteasome - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"@en	<path:hsa04350>	"Epstein-Barr virus infection - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"@en	<path:hsa04350>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"@en	<path:hsa04350>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"@en	<path:hsa04350>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"@en	<path:hsa04350>	"Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"@en	<path:hsa04350>	"Alzheimer disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"@en	<path:hsa04350>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"@en	<path:hsa04350>	"Prion disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"@en	<path:hsa04350>	"Proteasome - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"	<path:hsa04350>	"Epstein-Barr virus infection - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"	<path:hsa04350>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"	<path:hsa04350>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"	<path:hsa04350>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"	<path:hsa04350>	"Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"	<path:hsa04350>	"Alzheimer disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"	<path:hsa04350>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"	<path:hsa04350>	"Prion disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P62195>	"26S proteasome regulatory subunit 8"	<path:hsa04350>	"Proteasome - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04350>	"Epstein-Barr virus infection - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04350>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04350>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04350>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04350>	"Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04350>	"Alzheimer disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04350>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04350>	"Prion disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04350>	"Proteasome - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04350>	"Epstein-Barr virus infection - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04350>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04350>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04350>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04350>	"Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04350>	"Alzheimer disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04350>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04350>	"Prion disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04350>	"Proteasome - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04360>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04360>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04360>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04360>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04360>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04360>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04370>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04370>	"Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04370>	"Prion disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04370>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04370>	"Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04370>	"Prion disease - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04371>	"Epstein-Barr virus infection - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"@en	<path:hsa04371>	"Coronavirus disease - COVID-19 - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04371>	"Epstein-Barr virus infection - Homo sapiens (human)"@en
<http://localhost:8080/source/O43242>	"26S proteasome non-ATPase regulatory subunit 3"	<path:hsa04371>	"Coronavirus disease - COVID-19 - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Viral carcinogenesis - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Alzheimer disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Neutrophil extracellular trap formation - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Alcoholism - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Proteasome - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04390>	"Systemic lupus erythematosus - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Viral carcinogenesis - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Alzheimer disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Neutrophil extracellular trap formation - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Parkinson disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Alcoholism - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Proteasome - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"	<path:hsa04390>	"Systemic lupus erythematosus - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04510>	"Spinocerebellar ataxia - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04510>	"Amyotrophic lateral sclerosis - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04510>	"Huntington disease - Homo sapiens (human)"@en
<http://localhost:8080/source/P25786>	"Proteasome subunit alpha type-1"@en	<path:hsa04510>	"Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"@en
